,Hasil-Stemming,sentiment,sentiment_score
2557,Ganjar Pranowo's undergraduate poor family program is proof of Tara's right to a true education. Tara's steps are true,postif,0.1464285714285714
2558,Ganjar Pranowo really brings a breath of fresh air to Indonesia's undergraduate poor family program,postif,0.033333333333333326
2559,Ganjar Pranowo is doubtful about Gangar Mahfud's great work,netral,0.0
2560,Ganjar Pranowo Mahfud MD presents a smart solution for the undergraduate poor family program that opens the way for equitable education,negatif,-0.09285714285714287
2561,Undergraduate poor family program is a sign of serious attention to ganjar Pranowo for inclusive education,negatif,-0.3666666666666667
2562,Ganjar Pranowo Mahfud MD Undergraduate Poor Family Program Evidence of the Limits of Dreams to Achieve Success,negatif,-0.05000000000000002
2563,Ganjar Pranowo Mahfud MD Tandem brings changes to the undergraduate poor family program,negatif,-0.4
2564,Dare to ganjar Pranowo for launching the undergraduate poor family program a reflection of the spirit of creativity to change the ego,negatif,-0.4
2565,Utami Raharjo forms a campaign close to the residents to ganjar residents for staying overnight at the residents' homes. The residents are enthusiastic,postif,0.6
2566,Ganjar Pranowo's successful undergraduate poor family program is certainly Arapgokil's economic background,postif,0.19107142857142856
2567,Ganjar Pranowo sincerely makes a real contribution to creating intelligent competitiveness in Indonesia,postif,0.5
2568,Strong support for Ganjar Pranowo Mahfud MD to create positive change in the education sector,postif,0.33030303030303027
2569,One press to support the presidential candidate number Ganjar Mahfud,netral,0.0
2570,Ganjar Pranowo brings young people to create opportunities for generations,postif,0.1
2571,Ganjar Pranowo Mahfud MD is proof that children have brilliant potential,postif,0.45
2572,Ganjar Pranowo's spirit is an inspiration to fight against educational inequality,postif,0.25
2573,Utami Raharjo success Gangarrr,postif,0.3
2574,Tuancrab Pandampamungkas Ganjar Pranowo Rosiannahi is really like seeing the younger version of Gangar it's great Mahfud,postif,0.3333333333333333
2575,Ganjar Pranowo brings a clear vision to create a generation of quality students,postif,0.10000000000000002
2576,Ganjar Pranowo Mahfud MD leads investment education and investment education,netral,0.0
2577,poor families scholars wise steps ganjar pranowo mahfud md tanggulang poor create superior human resources,postif,0.11999999999999997
2578,Ganjar Pranowo Mahfud MD creates opportunities for Indonesian children,netral,0.0
2579,Undergraduate poor family program instant solution ganjar structure steps Pranowo Mahfud MD print a reliable generation,negatif,-0.2
2580,Innovative program ganjar Pranowo Mahfud MD hopes poor children achieve their dreams,postif,0.04999999999999999
2581,Ganjar Pranowo Mahfud MD poor family graduates build a strong foundation to create Indonesia's golden generation,postif,0.11111111111111109
2582,True leadership has a vision of a plan to install candidates for winning numbers Pranowo Mahfud MD belongs to a superior program,postif,0.5166666666666666
2583,ganjar pranowo mahfud md program for poor families to build a strong foundation exists in indonesia didik,postif,0.016666666666666635
2584,ganjar pranowo mahfud md program for poor families with a master's education at the base of the nation's development,negatif,-0.6000000000000001
2585,Ganjar Pranowo Mahfud MD hopes that poor children will be educated,negatif,-0.4
2586,buying and selling positions sogo positions kkn wrong lame quality campus emerge pass campus object kkn central graduates must be ready program call all levels of fighting economy,negatif,-0.2
2587,dare to ganjar Pranowo Mahfud MD to launch the undergraduate poor family program to bring a ray of hope to Indonesia's poor families,negatif,-0.4
2588,campaign method using tiktok live,postif,0.13636363636363635
2589,Ganjar Mahfud wins total in Yogyakarta,postif,0.15
2590,Ganjar Pranowo Mahfud MD builds bridges during isolation,netral,0.0
2591,Ganjar Pranowo Mahfud MD Open the door of hope for children of poor families Undergraduate Poor Family Program Let's support Cipta Cahaya Rashad,negatif,-0.26666666666666666
2592,Ganjar Pranowo Mahfud MD Bring please believe in the role of students change Gustimaha,netral,0.0
2593,Ganjar Pranowo Mahfud MD teaches wise tools to the poor,postif,0.14999999999999997
2594,Ganjar Pranowo's bachelor's poor family program is proof that poor education is sensitive to inequality,negatif,-0.23333333333333336
2595,ganjar pranowo mahfud md choose to exist in Indonesian education,netral,0.0
2596,Ganjar Pranowo Kaesangp Erinagudono Partaipetapora Sheilaon No wonder I love Gangar Gangar Gangar special great mahfud,postif,0.5523809523809524
2597,Undergraduate poor family program for poor children struggling to achieve education ganjar Pranowo Mahfud MD change themselves,negatif,-0.4
2598,Muslim Ganjar Ganjar Pranowo Ganjar Pranowo teaches to encourage Indonesian people to do great healthy sports Mahfud,postif,0.65
2599,Undergraduate Poor Family Program opens the way for poor children to reach their full potential,negatif,-0.11250000000000002
2600,Ganjar Pranowo Mahfud MD teaches students to break the cycle of poverty through the undergraduate poor family program,negatif,-0.4
2601,Ganjar Pranowo Mahfud MD poor families graduates build the foundation for Indonesia's creation intelligent competitiveness,postif,0.2
2602,ganjar pranowo mahfud md teach social responsibility to exist wise progressive nar,postif,0.36666666666666664
2603,Ganjar Pranowo Mahfud MD brings hope to poor children's dreams,negatif,-0.4
2604,Ganjar Pranowo Mahfud MD Poor Family Program Undergraduate Children's Rights Education Except,negatif,-0.4
2605,Jogja residents consistently support Ganjar Mahfud,postif,0.25
2606,Utami Raharjo firmly ganjars Mahfud,negatif,-0.2
2607,Full support for Ganjar Pranowo Mahfud MD to create undergraduate poor family program steps to access education at the community level Victor,negatif,-0.025000000000000022
2608,Ganjar Pranowo brings the nuances of Indonesian politics to focus on developing people,netral,0.0
2609,Ganjar Pranowo Mahfud MD opens the golden door for poor children to achieve their dreams,negatif,-0.05000000000000002
2610,Ganjar Pranowo Mahfud MD hopes that the undergraduate poor family program will be a success in its noble mission,postif,0.16666666666666666
2611,Ganjar Pranowo Mahfud MD brings the spirit of the world of Indonesian education to the Undergraduate Poor Family Program,negatif,-0.4
2612,Pranowo's spirit of retribution is pushing hard to eliminate student inequality,negatif,-0.2916666666666667
2613,The program needs the people to guard Mahfud's victory,netral,0.0
2614,Hopefully the Ganjar Pranowo undergraduate poor family program will open up opportunities to educate Indonesian children to create a generation that will continue to be intelligent with quality,postif,0.13333333333333333
2615,Ganjar Pranowo inspires the younger generation really popular program fa,postif,0.3
2616,It's true that the aim is to stay at a Citra resident's house,postif,0.35
2617,Let's have a consistent determination to support Ganjar Mahfud,postif,0.25
2618,Fully support the vision and mission of Ganjar Pranowo Mahfud MD to create positive change for the undergraduate poor family program,negatif,-0.08636363636363638
2619,The Bachelor Poor Family Program Ganjar Pranowo creates a culturally literate community. Let's come together to realize a noble vision,postif,0.09999999999999998
2620,Ganjar Pranowo motivates the next generation God willing the younger generation will continue to support Ganjar Pranowo great Mahfud,postif,0.2625
2621,Ganjar Pranowo Mahfud MD creates positive breakthroughs in the poor family undergraduate program the urgency of education,negatif,-0.08636363636363638
2622,Ganjar Pranowo supports Sri Sultan's image of a positive step forward in the direction of national development,postif,0.22727272727272727
2623,Pranowo's ganjar is proof of the results achieved by student investment,netral,0.0
2624,Utami Raharjo Miss Kiky is busy closing her eyes and thinking it's true,postif,0.22499999999999998
2625,Fully support Ganjar Pranowo Mahfud MD's Undergraduate Poor Family Program to bring positive change to Indonesia's educational potential,postif,0.01931818181818181
2626,ganjar rompong Kebon Agung market on Saturday afternoon get off the ganjar car straight away welcome to Unjung market,postif,0.5
2627,ganjar pranowo mahfud md is a real example of changing the educational sector of the poor family master's program,postif,0.016666666666666663
2628,Ganjar Pranowo's inspiration for the success of poor families created by Tara Didik,negatif,-0.05000000000000002
2629,Ganjar Pranowo Mahfud MD is proof of real solutions for implementing innovative programs,postif,0.35
2630,Ganjar Pranowo Mahfud MD is proof of foundational education for further advancement,netral,0.0
2631,ganjar pranowo mahfud md proof of leadership power,netral,0.0
2632,Poor Family Program Created Scholars Can Poor Families Achieve Their Dreams Didik Ganjar Pranowo Hope They Need Tools,negatif,-0.4
2633,Daring to ganjar Pranowo for involving the community the program deserves a thumbs up,netral,0.0
2634,Ganjar Pranowo is really cool Indonesia's smart competitiveness program,postif,0.28214285714285714
2635,consolidated event wins Ganjar Mahfud Gangar Pranowo Story of the diotamatic survey phenomenon believes Ganjar Mahfud wins the people with the people's money gaspoll,postif,0.3
2636,Ganjar Pranowo is personal natural evidence that encourages real change at the national level,postif,0.10000000000000002
2637,Ganjar Pranowo Mahfud MD teaches the true meaning of leading a graduate program for poor families with a positive impact on society,postif,0.059090909090909076
2638,Pranowo Mahfud MD's proof of ganjar program talks about taking real action don't do it,postif,0.15000000000000002
2639,Fully support Ganjar Pranowo Mahfud MD to bring about changes in education,netral,0.0
2640,people suck at middle economic suggestions not missqueen people one of the costs of education is expensive corruption children can go to college prestige expensive costs lame quality fighting campus,negatif,-0.26
